* 'Flag',  'ylow',  'yhigh',  'pTlow',  'pThigh',       'Sigma',         'stat',      'uncor',  'nperr+',    'nperr-',   'lumi',    'unf_err+',      'unf_err-',    'AbsoluteMPFBias+',  'AbsoluteMPFBias-',  'AbsoluteScale+',  'AbsoluteScale-',  'AbsoluteStat+',  'AbsoluteStat-',   'FlavorQCD+',     'FlavorQCD-',    'Fragmentation+',  'Fragmentation-',   'PileUpDataMC+',  'PileUpDataMC-',   'PileUpPtBB+',    'PileUpPtBB-',   'PileUpPtEC1+',  'PileUpPtEC1-',  'PileUpPtEC2+',  'PileUpPtEC2-',
* 'PileUpPtRef+',   'PileUpPtRef-',   'RelativeBal+',  'RelativeBal-',  'RelativeFSR+',  'RelativeFSR-',  'RelativeJEREC1+',  'RelativeJEREC1-',  'RelativeJEREC2LL+',  'RelativeJEREC2LL-',  'RelativePtBB+',  'RelativePtBB-',  'RelativePtEC1+',  'RelativePtEC1-',  'RelativePtEC2+',  'RelativePtEC2-',  'RelativeStatEC+',  'RelativeStatEC-',  'RelativeStatFSR+',  'RelativeStatFSR-',  'SinglePionECAL+',  'SinglePionECAL-',  'SinglePionHCAL+',  'SinglePionHCAL-',  'TimePtEta+',  'TimePtEta-',   'RelativeSample+',  'RelativeSample-' 
    0       2.0      2.5       74.0      97.0      4516.14181844    0.34021028624     1.0     0.0499002  -0.0499002    2.6     1.0458703145    1.0458703145      1.99280947054       -0.625631597157      1.53306459368     -0.106520485958    0.702702498862    0.702702498862    4.81381067322    -3.07631983689    1.08276617698      0.304110326572    1.32998494631    0.0238323568458   0.702702498862  0.702702498862   1.03411182661    0.433115840139   0.745215592094   0.666022772978   0.943739599514   0.431440926468   -1.95363169251   3.55219106558   -0.0570346975001   1.47688096384     3.79328183983       -2.20924978205      1.77981543435      -0.272277567172     0.702702498862    0.702702498862     0.641176390129     0.750271962249     0.676138186158     0.721823465795      1.8956507983      -0.489963101298       1.00293112087        0.372500598997      0.15663486274       1.22855185136       0.569343180682      0.822594771752    2.59292334389    -1.24698208037    0.742649429537      0.696766989773      
    0       2.0      2.5       97.0      133.0      4516.14181844    0.34021028624     1.0        0.0     -0.0998004    2.6    5.74484491313  -4.4165499378      1.99280947054       -0.625631597157      1.53306459368     -0.106520485958    0.702702498862    0.702702498862    4.81381067322    -3.07631983689    1.08276617698      0.304110326572    1.32998494631    0.0238323568458   0.702702498862  0.702702498862   1.03411182661    0.433115840139   0.745215592094   0.666022772978   0.943739599514   0.431440926468   -1.95363169251   3.55219106558   -0.0570346975001   1.47688096384     3.79328183983       -2.20924978205      1.77981543435      -0.272277567172     0.702702498862    0.702702498862     0.641176390129     0.750271962249     0.676138186158     0.721823465795      1.8956507983      -0.489963101298       1.00293112087        0.372500598997      0.15663486274       1.22855185136       0.569343180682      0.822594771752    2.59292334389    -1.24698208037    0.742649429537      0.696766989773  
    0       2.0      2.5      133.0      174.0      1002.70270606    0.520562049971    1.0     0.0499002  -0.0499002    2.6    1.94002468438  -2.25775317275     2.04629554854       -0.435434515319      1.47972496286     0.0219144886563    0.723929384199    0.723929384199    3.91281438786    -2.38876702218    0.916115842288     0.557247117802    1.13850554337     0.386217895371   0.723929384199  0.723929384199   0.882675173019   0.525538904521   0.723643112926   0.721313520422   0.861365781705   0.616629471858   -0.97086749431   2.48894965462    0.430540446207    1.09035649158     3.27414447694       -1.74954889768      1.62924115363      -0.0454888390927    0.723929384199    0.723929384199     0.658981977384     0.808927746054     0.724809620954     0.733468015661     1.93220352105      -0.382026876096       0.97772088462        0.532355253686      0.528212744775      0.962125832948      0.625567540379      0.817139270443    2.70435216739    -1.17818400031   -0.0863216585655     1.64161343126   
    0       2.0      2.5      174.0      220.0      246.777694923    0.432523215699    1.0     0.0998004     -0.0       2.6    3.61219405454  -3.08001185809     2.00669844613       -0.741536322949      1.54910516495     -0.193745722974    0.769594178431    0.769594178431    3.61322842192    -2.25573744284    0.842164222785     0.672492918812    1.09023647223     0.434749498321   0.769594178431  0.769594178431   0.931142756727   0.601988915469   0.769068122199   0.784546270146   0.911159115912   0.612568606519  -0.352834762378   1.81407831303    0.838730101926    0.611458406604     3.2850727059       -1.95724667455      1.41559993034     -0.00585648759912    0.769594178431    0.769594178431     0.779721973288     0.719009705334     0.774524739895     0.771675713457     2.04504936717       -0.76151822745       1.04894239444        0.443234470708      0.604214991919      0.919367056127      0.706944673184      0.850114918946    3.08929839678    -1.71912472424   -0.945479158947      2.37546696739   
    0       2.0      2.5      220.0      272.0      67.0411137394    0.578783028109    1.0        0.0     -0.0997009    2.6     2.3303760208  -2.23215301554     2.19662216083       -0.501961870147      1.52461467251     0.0342806520822    0.673354874409    0.673354874409     3.2627987739    -1.65507454938    0.778182138326     0.627622454591    0.949166473483    0.456068063976   0.673354874409  0.673354874409   0.714785177594   0.674601070474   0.650093226344   0.680979051042   0.802691151981   0.573185004983   0.144577888948   1.22850173777     1.2106551342     0.20140505775     3.16121979799       -1.45531436664      1.40053977923      0.0085866400788     0.673354874409    0.673354874409     0.722145499091      0.6985884519      0.672751454403     0.654336452096     2.17781011242      -0.564972477827       0.948755346028       0.475062469724      0.643453489758      0.758963455826      0.671791729355      0.658947897145    3.28240571495    -1.78981423012    -1.35088111148      2.75832044277   
    0       2.0      2.5      272.0      330.0      19.2583001059    0.506149112632    1.0        0.0        -0.0       2.6    2.77944098416  -2.48099465912     1.89948576891        -1.02564394086      1.44017147791     -0.468170346659    0.528333303842    0.528333303842    2.64052755363    -1.82350426703    0.440004229384     0.583291560463    0.780962582296    0.305529151693   0.528333303842  0.528333303842   0.653052462757   0.38312156607    0.532185141412   0.530545586358   0.498566536267   0.555949254516   0.769512202917   0.289317723237    1.6083835312    -0.583595996888    2.76641599134       -1.91600417734      1.17650873977      -0.0622499301753    0.528333303842    0.528333303842     0.63393079893      0.388140962381     0.576122553678     0.50821255115      2.07923808466       -1.22949641399       0.868870210751       0.199467801262      0.586739137011       0.4361445071       0.48218990963       0.574023213928    3.29365575797    -2.37360455193    -2.46316242934      3.46662571615   
    0       2.0      2.5      330.0      395.0      5.54507148718     0.4229812584     1.0     0.0997009     -0.0       2.6    2.61831796972  -2.43037352903      2.7353416726       -0.568293521352      2.03689680841     0.0734533898387    1.06274705686     1.06274705686     3.26124770698   -0.973225374012    0.929137416801     1.21536739472     1.24415141497     0.865277654898   1.06274705686   1.06274705686     1.0162278029    1.15708283174    1.05787622367    1.06498242359    1.12181786839    0.99869860697    1.80135987547    0.194704105652   2.54769859375    -0.445229383253    3.40951823773       -1.10406935238      1.59403641061       0.517833017787     1.06274705686     1.06274705686      1.26716149978      0.891917284051     1.08546090924      1.01562102213      2.87881514989      -0.732858531664       1.40934142339        0.729691267843      1.19994993736       0.947332136175      1.19017675446       0.918978897748    4.22406228437    -2.07691116556    -2.90075568651      5.22863942064   
    0       2.0      2.5      395.0      468.0      1.59295950337    0.410463350135    1.0        0.0     -0.0996016    2.6    2.96658558498  -2.67387061739     2.73397269473       -0.960422979805      1.89551805094     -0.289833132602    0.793545038602    0.793545038602    2.65076003443   -0.961586368156    0.611911285472     0.917624965599     0.9328139519     0.637369894677   0.793545038602  0.793545038602   0.737242707613   0.793140038374   0.795244219267   0.776001345448   0.728986920151   0.837197872922   2.71351747893   -0.852574858112   3.05002648311     -1.24680444883    3.24309648899       -1.44386753676      1.20615590856       0.398796863945     0.793545038602    0.793545038602     0.94358733354      0.600721512489     0.817990040525     0.758672419803      3.1385385286       -1.36084081081       1.10157967311        0.427760726881      0.955493749756      0.567353335391      0.843699285105      0.731797903973    4.53586861095    -2.64720760778    -4.17357048716      6.26172667429   
    0       2.0      2.5      468.0      548.0      0.43224617949    0.419125102011    1.0        0.0        -0.0       2.6     3.344639578   -3.13680611744     3.02074601572        -1.12788254818      2.30401417465     -0.278906960544     1.0167499646      1.0167499646     2.69906665634   -0.700716129167    0.620635132993     1.44669511119     1.19116932405      0.8725383193     1.0167499646    1.0167499646    0.940594135472   1.11225600333    1.06217392739    1.01002917938    0.940144302736   1.11228080502    3.60153553702    -1.72566975663    3.7488574584     -1.82515121058    3.13330506237       -1.20338780388      1.38748939825       0.723031598406      1.0167499646      1.0167499646      1.40362011981      0.645556810584     1.07554070667      1.00001405515      3.60301083488       -1.70156427078       1.46303185884        0.594353396295      1.34738852177       0.730100856396      1.25182954387       0.786438014812    5.00402545044    -2.92273783581    -5.75071988577      8.05273259332   
    0       2.0      2.5      548.0      638.0      0.112480448426   0.392721041885    1.0        0.0        -0.0       2.6    3.59423223212  -3.25816474734     3.73763172249        -1.05607983095      2.68923581869     -0.166981815706    1.24023093677     1.24023093677     2.72818036639   -0.201349477222    0.87045007131      1.57070765174     1.36183332621     1.07983216776    1.24023093677   1.24023093677    1.08777833629    1.35762626309    1.24729799384    1.19441075358    1.14395711991     1.3095505782     5.056226718     -2.3634679255    5.12120635834     -2.38656642169    3.57358463248      -0.943593205964      1.49753559575       0.960501004366     1.24023093677     1.24023093677      1.62881288073      0.846655945569     1.26244393746      1.17223727593      4.49294956891       -1.81018109269       1.68030267158        0.757226634105      1.72369160339       0.714948598493      1.48568780163       0.982502475127    5.74581436516    -3.0665934765     -7.07630141169      10.1604278115   
    0       2.0      2.5      638.0      737.0     0.0265481596706   0.690559236643    1.0        0.0        -0.0       2.6    4.52584761478  -4.14904462601     3.75532948614        -1.62608393271      2.80556718797     -0.606931793659    1.16718938527     1.16718938527     2.26317786967    0.047942601351    0.544543161404     1.82082074283     1.35719722918     1.02941360797    1.16718938527   1.16718938527    1.08354618996    1.32342474724    1.22339103014    1.15642498538    1.06316726825    1.30187680488    6.51705250823    -4.35093687764   5.94542803138     -3.84429474423    3.25525216462       -1.10559996988      1.30391458892       1.04411726978      1.16718938527     1.16718938527      1.77704344384      0.555609813106     1.21373918012      1.16611218107      5.25575876071       -2.98270941298       1.76547126042        0.645329844898      1.75902448042       0.601910594234      1.46875263059       0.91054266781     6.37733932888    -3.99839664114    -10.625170038        13.776372256   
    0       2.0      2.5      737.0      846.0     0.00527853230935  1.53617398468     1.0        0.0        0.0        2.6    5.62574942153  -5.03286242665     4.22799336663        -2.41425471431      2.93042811215     -0.919582368342    0.876186267033    0.876186267033    1.51380246701    0.165073573947    0.277440397838     1.25972494088     0.857389725143    0.828269497845   0.876186267033  0.876186267033   0.649701222575   0.878160870378   0.877814631025   0.823277348523   0.815048795183   0.895144203329   8.11240579487    -5.77325616051    7.028436399      -5.01287132159    2.87439256656      -0.880538129835      0.997220082181      0.771961518747     0.876186267033    0.876186267033     1.44084882775      0.106796812876     0.901459484056     0.811962769156     5.53985344365       -3.84175622368       1.17763202827        0.219311044386      1.45078895808      0.0811734188974      1.16527551397       0.409894790401    6.54877780541    -4.70146862201    -12.7068637198      16.4116703669   
    0       2.0      2.5      846.0      967.0     0.00096173214452  3.62386098988     1.0        0.0        0.0        2.6    6.08739485319  -5.89088714052     5.92706756632        -1.29705850452      4.16745996961     -0.440709015802    1.96499112267     1.96499112267     2.40072958874    1.73384893431     1.26354596153      3.29074608223     2.27934563701      1.8002565348    1.96499112267   1.96499112267    1.82456086805    2.33666369488    1.96538148052    2.02315526885    1.81163730419    2.24300401446    11.5423267624    -6.77659185824   10.9879529019     -5.26282863998    3.91100096878       0.172051758799      1.86153560241       2.03470187512      1.96499112267     1.96499112267      3.44468712567      1.05360621687      1.94849928671      2.03504397423      9.42468882239       -4.41633400389        3.1332542895        1.60021893118       3.23826427867        1.3379461676       2.61112664404       1.61304130277     9.53237199026    -4.5568098602     -16.6231859839      23.9674773228   
    0       2.0      2.5      967.0      1101.0   0.000128807677998  11.6749265944     1.0        0.0        0.0        2.6    7.51672506436  -6.69249318395     6.22921550646        -3.76683823073      5.23908581517     -0.685452647529    0.61586553319     0.61586553319    -0.187734753335    1.1630718935     -1.51135545602     2.26450058742     0.502256357239    0.443900838478   0.61586553319   0.61586553319    1.05428179364    0.609364872294   0.61466003329    0.534304831967   0.428577043943   0.552192954373   12.7019605475    -13.1174293448   10.0784425411     -11.443658634     3.64580065469       -1.48046914753       0.9109729901       0.475580443595     0.61586553319     0.61586553319      2.68417140565      -1.54321004025     0.636237147266     0.517721741265     5.41013389444       -4.84030130622       1.68887309118       -0.829285661924      2.84058984455       -1.75914466484      1.93401683865      -0.401967683002    6.46498182503    -5.69364950495    -24.2438913551      26.8799762027   
    0       2.0      2.5      1101.0     1248.0   1.37052987318e-05  54.6471607803     1.0        0.0        0.0        2.6    13.2840813206  -13.3105214391     16.7349556735        1.31571937663       11.8805615555     -0.850241369881    8.34527830328     8.34527830328     9.23657346605     8.5607927618     10.6701383491      9.52018265999     8.43853031683     8.75426423645    8.34527830328   8.34527830328    11.3880107938    7.67422984317    8.34792038498    8.51160487538    8.78522651952    8.33717941647    38.0330179387     7.6111643652    33.6708126663     9.37599603893     7.67065660094       10.1492060612       7.73649407957       8.64905282218      8.34527830328     8.34527830328      8.56491277487      10.1086465276      8.30490667979      8.54551970668      30.6771246859       -2.53693991053       7.59014754102        10.2508148595       8.30278995738        11.179932347       7.18568837789       9.30373581633     29.0034371256   -0.739282093554    2.77277223799       74.6810516699   
    0       2.0      2.5      1248.0     1410.0   9.62137481332e-07  397.826420849     1.0        0.0        0.0        2.6    8.82541010222  -8.16447279148     -42.2391561556       -44.3115808116      -35.4768732287     -17.7633240824    -29.3972725347    -29.3972725347    -31.8773395136   -30.8868575739    -46.2892591076     -35.0447770592    -29.6235806761    -30.764889046    -29.3972725347  -29.3972725347   -40.7805960541   -37.2932539842   -29.4065161775   -29.9436468724   -30.8665750683   -29.2905911299   -98.9274137854   -151.940192438   -83.4442399368    -159.905534611    -29.5833367055      -44.2791510047      -27.3992034699      -30.4061804152     -29.3972725347    -29.3972725347     -31.8619805403     -44.0744953252     -29.2652166265     -30.0544946643     -78.3292603589      -61.1132385271       -27.796210473        -35.0037520702      -31.0335555744      -47.9642281752      -26.5167335837      -31.8587484198    -73.1386987702   -66.1109703385    -227.169701967      -92.452237415     
    0       2.0      2.5      1410.0     1588.0   9.62137481332e-07  397.826420849     1.0        0.0        0.0        2.6    8.82541010222  -8.16447279148     -42.2391561556       -44.3115808116      -35.4768732287     -17.7633240824    -29.3972725347    -29.3972725347    -31.8773395136   -30.8868575739    -46.2892591076     -35.0447770592    -29.6235806761    -30.764889046    -29.3972725347  -29.3972725347   -40.7805960541   -37.2932539842   -29.4065161775   -29.9436468724   -30.8665750683   -29.2905911299   -98.9274137854   -151.940192438   -83.4442399368    -159.905534611    -29.5833367055      -44.2791510047      -27.3992034699      -30.4061804152     -29.3972725347    -29.3972725347     -31.8619805403     -44.0744953252     -29.2652166265     -30.0544946643     -78.3292603589      -61.1132385271       -27.796210473        -35.0037520702      -31.0335555744      -47.9642281752      -26.5167335837      -31.8587484198    -73.1386987702   -66.1109703385    -227.169701967      -92.452237415   
    0       2.0      2.5      1588.0     1784.0   8.93225353031e-08  1597.20668081     1.0        0.0        0.0       2.6        0.0          0.0         393.961701667        -291.271696485      -121.150682821     -394.834661768     76.8197661731       -612.220107558     -450.404908129   -40.5165081882    -438.307881746      4.8629771141     32.9481550573     45.8224125826         0.0             0.0         233.014609311    -2.04420108044    9.18838338905     -1.25107972521        0.0             0.0         -221.998413224   -410.001910381    337.127460067    141.861037157    19.2994804046    405.426125604     37.6043059507       45.8270524544       9.62393280775      0.0382178228611           0.0                0.0               0.0               0.0           -323.489581379      -285.6617824      -6.23420611467     8.21400739921          0.0               0.0           249.260463795       -186.167473471       8.14518065379        -505.385715366           0.0                 0.0            4.55429631723       -435.744885805      21.9551355503       -502.528619827    467.487372323    -248.290449437    -1005.4477574       2270.32118713   
    0       2.0      2.5      1784.0     2000.0   8.93225353031e-08  1597.20668081     1.0        0.0        0.0       2.6        0.0          0.0         393.961701667        -291.271696485      -121.150682821     -394.834661768     76.8197661731       -612.220107558     -450.404908129   -40.5165081882    -438.307881746      4.8629771141     32.9481550573     45.8224125826         0.0             0.0         233.014609311    -2.04420108044    9.18838338905     -1.25107972521        0.0             0.0         -221.998413224   -410.001910381    337.127460067    141.861037157    19.2994804046    405.426125604     37.6043059507       45.8270524544       9.62393280775      0.0382178228611           0.0                0.0               0.0               0.0           -323.489581379      -285.6617824      -6.23420611467     8.21400739921          0.0               0.0           249.260463795       -186.167473471       8.14518065379        -505.385715366           0.0                 0.0            4.55429631723       -435.744885805      21.9551355503       -502.528619827    467.487372323    -248.290449437    -1005.4477574       2270.32118713   
